track_id,condition,frame,time_min,x_um,y_um
C03,control,22,22,18.786259617761274,74.79603618702644
C03,control,23,23,21.580978656384005,75.95088908534403
C03,control,24,24,21.111064963409735,75.82860150693773
C03,control,25,25,19.146701877121565,77.16681811138398
C03,control,26,26,17.781751436099224,73.49000082008223
C03,control,27,27,13.947938713140367,74.0077645732486
C03,control,28,28,18.68521248237167,74.48773941396891
C03,control,29,29,18.329297504042025,75.34521783277654
C04,control,0,0,63.1858103661586,154.4024864221976
C04,control,1,1,61.953028673657386,157.72135255237725
C04,control,2,2,63.23929798904223,162.32862052836524
C04,control,3,3,63.789001300707945,158.65521343320373
C04,control,4,4,59.68452370297095,163.60799722989748
C04,control,5,5,64.85552086532084,163.06943959004968
C04,control,6,6,63.70595890191288,167.4537724667763
C04,control,7,7,60.38482185578241,164.7695914099088
C04,control,8,8,62.31480223984955,163.58577604133004
C04,control,9,9,62.29943663968933,163.0954473457565
C04,control,10,10,63.31216028608613,167.31789292969765
C04,control,11,11,63.58391500679137,169.2497093095282
C04,control,12,12,57.4333987036983,169.10355410373785
C04,control,13,13,54.90370789281969,165.44711492246697
C04,control,14,14,52.26925079203344,164.44474460036452
C04,control,15,15,55.01695841910148,160.46556644714582
C04,control,16,16,55.10885289688473,159.01305814714507
C04,control,17,17,54.12583361379885,162.0213316230589
C04,control,18,18,55.740179924810626,166.03352594538714
C04,control,19,19,55.27666288706092,163.94569811037502
C04,control,20,20,54.60508643641943,164.67318848418867
C04,control,21,21,55.13480651178056,161.42002426748857
C04,control,22,22,55.40627585666418,162.10470925790528
C04,control,23,23,62.95869796926594,167.7352430917503
C04,control,24,24,60.39896791758948,166.87309300710277
C04,control,25,25,56.008641912078474,165.1009719652123
C04,control,26,26,56.95545692284949,168.718532827877
C04,control,27,27,54.768205409618666,166.7560935076736
C04,control,28,28,48.3263383204027,166.26809574603888
C04,control,29,29,45.13909508482401,164.67977746394067
C05,control,0,0,74.83680868143654,85.17641727470198
C05,control,1,1,74.55402101867887,79.90323210063208
C05,control,2,2,70.15288528250589,86.29097343671698
C05,control,3,3,66.2906175386838,83.00061670135307
C05,control,4,4,71.80135812364774,91.71581820907429
C05,control,5,5,68.28665823717172,90.61107133871019
C05,control,6,6,69.31132488999324,95.79716427192696
C05,control,7,7,66.35075365470853,95.06133073410064
C05,control,8,8,68.68276638289376,96.36562895750049
C05,control,9,9,67.55429816920346,95.96416006395236
C05,control,10,10,63.429610744093516,95.24963883202837
C05,control,11,11,62.63044827406665,95.94614850090713
C05,control,12,12,60.9644666176096,97.36076406854255
C05,control,13,13,64.00261407106909,97.82705205154795
C05,control,14,14,65.0578832962667,97.98651809428155
C05,control,15,15,65.05813647554093,95.821843993653
C05,control,16,16,66.00761926056086,95.52998419841254
C05,control,17,17,72.28712418735265,100.25004890583827
C05,control,18,18,73.44466384502215,97.96087727675396
C05,control,19,19,70.1074294290719,101.53430613602056
C05,control,20,20,70.89567710451331,102.9747363461954
C05,control,21,21,65.66191914359074,105.75705179086994
C05,control,22,22,67.02518015823382,102.4257597376265
C05,control,23,23,65.61060573588398,103.21691135069607
C05,control,24,24,65.76800613095271,102.3403977932854
C05,control,25,25,65.45754132675484,101.58446565866475
C05,control,26,26,65.91522886306224,105.99894157764423
C05,control,27,27,58.21525354026835,105.28839078411518
C05,control,28,28,58.744790804385694,106.17637275317648
C05,control,29,29,57.629047060421826,100.90620740574073
C06,control,0,0,83.377873718977,46.51398810577474
C06,control,1,1,78.77628950422859,49.10547214686931
C06,control,2,2,77.7907138348599,48.921499109382765
C06,control,3,3,74.63201830274805,47.91813059231514
C06,control,4,4,78.53215208684493,49.66609631827826
C06,control,5,5,83.72908690307476,53.19833198521134
C06,control,6,6,85.04634693986348,58.430135563714714
C06,control,7,7,86.36332641607838,60.91410009410589
C06,control,8,8,85.47361355547426,61.113737541683506
C06,control,9,9,83.38134208557342,64.08248934546806
C06,control,10,10,79.84643121622882,66.42954037272105
C06,control,11,11,79.27447804371334,69.94328165312301
C06,control,12,12,81.52708500990713,75.40522012606341
C06,control,13,13,83.71940908332306,70.6890993591037
C06,control,14,14,83.51854956462846,67.17307778131925
C06,control,15,15,81.96371003752964,71.70676308114942
C06,control,16,16,83.87631147022273,69.60997179541317
C06,control,17,17,80.83515937090154,69.70831807404196
C06,control,18,18,77.18547892275815,67.69489724185222
C06,control,19,19,78.12150733741188,71.16083335017231
C06,control,20,20,79.9477917540852,64.286964824378
C06,control,21,21,80.86089194117598,64.50306554407574
C06,control,22,22,82.10256279729406,69.35169458902936
C06,control,23,23,75.91284796687982,67.57838431345604
C06,control,24,24,77.68556693525989,62.83360111509421
C06,control,25,25,82.11341407942041,63.93867095319619
C06,control,26,26,84.65316603695062,62.2258399686308
C06,control,27,27,87.09445710684925,65.43125463659791
C06,control,28,28,87.79309116726076,66.134457314694
C06,control,29,29,88.60412088510593,63.54442152047586
C07,control,0,0,62.88799604085258,31.52232972499993
C07,control,1,1,64.03817763391307,34.521802465730815
C07,control,2,2,60.862569387977835,34.14677537477208
C07,control,3,3,65.30693603095476,31.916010688334392
C07,control,4,4,62.8401859790838,32.522929263827976
C07,control,5,5,65.37334155053976,32.557207430509955
C07,control,6,6,69.36022332185073,35.127589378209535
C07,control,7,7,71.8856835225209,36.789938882181815
C07,control,8,8,78.86864282355916,36.17445381558368
C07,control,9,9,72.85807594735961,40.9872169001351
C07,control,10,10,71.48497765448913,41.310858233164204
C07,control,11,11,75.4136297090707,36.50407960998743
C07,control,12,12,71.65868806675229,31.700245798630867
C07,control,13,13,69.27627919667601,33.01915561668185
C07,control,14,14,70.84884272511432,33.84797815466751
C07,control,15,15,66.61054507343722,26.917667844769575
C07,control,16,16,66.77360582960837,25.502339743854566
C07,control,17,17,68.1517631447582,27.60820062251838
C07,control,18,18,68.56648744093425,29.88859987864594
C07,control,19,19,69.25412156327945,31.478793995450342
C07,control,20,20,67.1401017746698,30.939959753955968
C07,control,21,21,67.73043006464067,33.401545180208224
C07,control,22,22,66.54920654796696,34.96504694740456
C07,control,23,23,65.75169017222082,34.61242044542017
C07,control,24,24,68.24024729829304,28.633239332257702
C07,control,25,25,64.35083031406876,24.18668313992924
C07,control,26,26,57.34998195452384,22.15188981946371
C07,control,27,27,59.598283653707064,21.297237620315986
C07,control,28,28,60.19165389953262,24.564890110448363
C07,control,29,29,64.1747122963357,24.357476306269945
C08,control,0,0,24.984735861128616,100.90619803859731
C08,control,1,1,29.045493529836808,101.18257801389964
C08,control,2,2,26.53329885835442,99.39937695730343
C08,control,3,3,22.09168932065937,96.73497539610247
C08,control,4,4,21.017639256436084,99.14573045423828
C08,control,5,5,26.179948749934034,94.99918590810715
C08,control,6,6,27.35843115471379,91.87755409063455
C08,control,7,7,28.782522420103398,91.48429413857137
C08,control,8,8,23.289804942560806,94.26918511327682
C08,control,9,9,21.47480280413461,92.66748439815616
C08,control,10,10,18.26554557026554,90.7046345680935
C08,control,11,11,19.549216892350294,90.13690154528427
C08,control,12,12,20.53520289919774,91.2226671070708
C08,control,13,13,24.497187865782237,90.19430865447767
C08,control,14,14,20.06661441524504,93.39597590419362
C08,control,15,15,19.072149898953278,96.73975323792575
C08,control,16,16,20.22228123850069,96.34634064731571
C08,control,17,17,21.268608920639572,102.19937832769462
C08,control,18,18,27.499550507800834,102.40752173309295
C08,control,19,19,27.98012228775206,105.63624220549211
C08,control,20,20,25.44313918945002,106.63545332334688
C08,control,21,21,25.36555064558845,107.57717795771954
C08,control,22,22,22.865444227740234,102.80847547779264
C08,control,23,23,16.646493919766357,99.45632313882382
C08,control,24,24,15.270468064948357,98.57674837887754
C08,control,25,25,21.082161552236908,101.89472848859944
C08,control,26,26,18.195888203212025,102.9378538459523
C08,control,27,27,16.97465349416105,102.08476233183202
C08,control,28,28,17.530630442407197,103.94227568275821
C08,control,29,29,16.51285499075515,107.13383028096128
C09,control,0,0,86.28363903597803,125.20249618821143
C09,control,1,1,94.07666021576553,125.87173541608725
C09,control,2,2,98.37630373558405,126.14629595060687
C09,control,3,3,100.11863502157344,125.97594636742879
C09,control,4,4,99.60741227808083,123.63749917725254
C09,control,5,5,100.8983163549535,121.08288760969523
C09,control,6,6,102.89507206389378,124.33874862303297
C09,control,7,7,103.99466628560546,123.4800024223659
C09,control,8,8,105.35656302353155,122.55398325572666
C09,control,9,9,108.163204399927,117.0597650030813
C09,control,10,10,107.15638229557106,111.08732901770931
C09,control,11,11,102.67119980488945,115.17891570715103
C09,control,12,12,105.35675475080451,113.02047500729667
C09,control,13,13,100.84924438268182,104.12688849377172
C09,control,14,14,99.21875785888392,111.38813353051393
C09,control,15,15,100.52341067327487,109.70941667236546
C09,control,16,16,101.91865130177578,105.02654161338214
C09,control,17,17,101.02668121368288,105.32497403242935
C09,control,18,18,100.76837925821974,107.6973923974996
C09,control,19,19,101.8023149369279,109.70237045182358
C09,control,20,20,99.73719809023562,112.39581667705522
C09,control,21,21,104.6240089331076,109.48536811810098
C09,control,22,22,101.96092196596392,113.49272112706169
C09,control,23,23,101.38689000587874,117.70418530326135
C09,control,24,24,100.05928287020218,122.06932203207349
C09,control,25,25,100.45374032061854,122.84400850204158
C09,control,26,26,105.14789438562825,121.75869706970906
C09,control,27,27,102.32452809785337,120.413004445624
C09,control,28,28,103.68152994978279,115.71572722908246
C09,control,29,29,105.59394265773615,114.09941327622923
C10,control,0,0,117.28903460295919,98.65799517013332
C10,control,1,1,114.92933727764668,93.59859071643102
C10,control,2,2,112.45064887855483,94.34158841975785
C10,control,3,3,111.91296900220557,93.58145571291381
C10,control,4,4,111.43541438806538,94.19162043477364
C10,control,5,5,108.40980626223606,96.3121693574708
C10,control,6,6,110.39780417339252,97.4672831704391
C10,control,7,7,112.06740450164631,98.35653717286507
C10,control,8,8,118.17262440983951,98.09525465970755
C10,control,9,9,117.25137475483578,95.83467191863542
C10,control,10,10,114.15458674310227,92.1012565558322
C10,control,11,11,111.48819480340951,91.88921541087598
C10,control,12,12,112.49108018890266,92.04264158653247
C10,control,13,13,110.19447435661351,94.74319527859235
C10,control,14,14,112.41271237351636,94.2642503563263
C10,control,15,15,110.45396393952223,95.9095341188157
C10,control,16,16,111.01788470198053,91.56515234057056
C10,control,17,17,110.81394393402732,92.35125977679371
C10,control,18,18,108.11485957456406,92.92078995530603
C10,control,19,19,103.7503921187907,96.92934825534255
C10,control,20,20,107.49424207396899,96.17179625243365
C10,control,21,21,108.58460508748621,88.94203035503402
C10,control,22,22,105.1155621066902,88.06069359457763
C10,control,23,23,101.89916304240963,90.2038830424696
C10,control,24,24,107.8910526346536,86.6740388841817
C10,control,25,25,105.37866242239802,87.3803839891115
C10,control,26,26,110.21201086789688,83.71326105149178
C10,control,27,27,110.9591192348177,89.17715760393111
C10,control,28,28,106.0038417902799,85.33394998339361
C10,control,29,29,104.7330219708974,83.77218474482737
C11,control,0,0,197.10803389898524,92.99469123873061
C11,control,1,1,191.78314772005885,94.54092244743305
C11,control,2,2,190.0505310579919,98.36426409825677
C11,control,3,3,188.16776844868113,96.45441824895006
C11,control,4,4,189.79116328109473,98.74319769596087
C11,control,5,5,191.13546137290334,93.68640574380645
C11,control,6,6,192.7495646926881,90.58348158878324
C11,control,7,7,193.45539302745289,86.31227828258606
C11,control,8,8,194.79435947008207,83.89248156966394
C11,control,9,9,190.9464555193005,86.03394197911115
C11,control,10,10,191.67138908433077,84.19201157493245
C11,control,11,11,196.02492563139396,82.87005431022322
C11,control,12,12,196.12124865330676,83.67679465325902
C11,control,13,13,194.26225085092094,85.0902035334588
C11,control,14,14,192.66189380942677,83.85528856681017
C11,control,15,15,196.7498217288368,80.73353040927287
C11,control,16,16,189.51148073604833,85.56634139430855
C11,control,17,17,197.15946459386933,84.35053359796055
C11,control,18,18,191.34895047200877,83.41908166937272
C11,control,19,19,190.49028162248675,82.84931014630594
C11,control,20,20,187.1501174967212,84.58799357373537
C11,control,21,21,188.72363962257947,80.10477671427745
C11,control,22,22,190.82122981766412,86.26283166011513
C11,control,23,23,191.3371108149753,85.25085617390961
C11,control,24,24,190.91110117175273,87.0966264748153
C11,control,25,25,185.71908635523107,87.5897985837472
C11,control,26,26,184.54769450684265,93.13327362261533
C11,control,27,27,184.02517630542778,98.1369364559739
C11,control,28,28,180.71395421208175,99.89871395638227
C11,control,29,29,181.67215500345543,97.29157221278791
C12,control,0,0,126.90805299035944,68.65849247578156
C12,control,1,1,125.93667787749963,63.58260452827227
C12,control,2,2,125.8839893980673,60.87533524389473
C12,control,3,3,124.85696658207566,60.63057193483937
C12,control,4,4,119.7400099340291,55.78359691687733
C12,control,5,5,121.18621044060568,54.21544082836829
C12,control,6,6,113.49197741514398,56.56997293819269
C12,control,7,7,114.3090866809667,54.42834846608324
C12,control,8,8,110.35859604779198,56.93577215502626
C12,control,9,9,111.40664791547327,64.08357900307848
C12,control,10,10,112.66721371164809,65.24668842686452
C12,control,11,11,112.16642992132239,67.69701602846689
C12,control,12,12,114.04168552506685,71.45219105416247
C12,control,13,13,112.477716769155,70.14596863533058
C12,control,14,14,111.04040725641906,72.51837379886754
C12,control,15,15,115.53553057730926,71.14185231941964
C12,control,16,16,114.26120939392999,72.08408399102903
C12,control,17,17,113.52392489389129,74.9402449504487
C12,control,18,18,106.76859302203415,72.46012980969802
C12,control,19,19,104.42134402014982,65.49906177253958
C12,control,20,20,101.53042868704341,62.753593425001796
C12,control,21,21,100.92711472348692,66.09249109998258
C12,control,22,22,100.19193276991481,63.000049939169116
C12,control,23,23,100.02106914627423,66.14757080349317
C12,control,24,24,97.09319269792951,63.41584615172882
C12,control,25,25,98.76883957575218,62.75123780453642
C12,control,26,26,100.71129364788061,62.710297429150536
C12,control,27,27,102.81628459214932,59.60506308702861
C12,control,28,28,102.78003063978451,58.97299304393914
C12,control,29,29,99.13235786747212,54.282559200333075
C13,control,0,0,86.26540402928993,156.11622750531686
C13,control,1,1,83.19856318434793,155.82769069454687
C13,control,2,2,86.58261975639584,148.9854771584311
C13,control,3,3,82.09270368668587,146.2168178327453
C13,control,4,4,86.47624028684686,147.0645787815032
C13,control,5,5,88.77819200823055,143.6440960241245
C13,control,6,6,85.41958438241898,144.98753717429264
C13,control,7,7,85.59440737522532,146.63375363088502
C13,control,8,8,85.03139440243996,147.4681848102489
C13,control,9,9,85.50575165715529,149.80148697750369
C13,control,10,10,87.9267765029887,144.94187099432838
C13,control,11,11,81.18497083696613,147.9471071872829
C13,control,12,12,84.74814611675194,144.88523812874288
C13,control,13,13,79.16863989711506,145.1823425917645
C13,control,14,14,81.96115457616665,150.57512615906745
C13,control,15,15,83.510047292471,149.45997606931036
C13,control,16,16,80.83065542771641,149.49432994432232
C13,control,17,17,79.93286131606064,146.44912622713588
C13,control,18,18,86.07912826865049,151.80463143335228
C13,control,19,19,89.48727431931678,149.0420802399249
C13,control,20,20,92.05233229220862,150.9609594684186
C13,control,21,21,93.37996916482078,154.70995526954994
C13,control,22,22,95.28608259340461,156.92999797846295
C13,control,23,23,97.19680144352124,157.95237220246926
C13,control,24,24,91.84596805437869,158.20323543470093
C13,control,25,25,90.17739217783131,154.36371256178086
C13,control,26,26,95.22284203573378,159.55069858443798
C13,control,27,27,99.3005038366206,160.3163388350056
C13,control,28,28,103.35237919947858,160.3524983768111
C13,control,29,29,103.96077103017191,157.07208426542516
C14,control,0,0,34.58878728841561,101.45854031640866
C14,control,1,1,30.680830937912216,101.30494898095887
C14,control,2,2,30.44164224634179,106.69763248089279
C14,control,3,3,33.12428223188202,106.73196879816719
C14,control,4,4,33.87064416128527,106.86460593247978
C14,control,5,5,33.261902206898625,103.61732434031492
C14,control,6,6,32.80874657407784,101.37902957035739
C14,control,7,7,29.057799957308397,102.912695014
C14,control,8,8,30.2315939371081,97.55257247989576
C14,control,9,9,29.86354002462272,100.53967663759553
C14,control,10,10,33.04121124131168,103.61718716625126
C14,control,11,11,33.15795086201606,101.0820511823438
C14,control,12,12,29.906854379941876,102.11586589659488
C14,control,13,13,31.044694483037365,105.97785923141008
C14,control,14,14,34.34463343406362,105.58117326181656
C14,control,15,15,30.612015797481007,104.62385347078387
C14,control,16,16,31.26370938191258,104.01760373461566
C14,control,17,17,29.53002705767961,104.77625817952536
C14,control,18,18,28.01815383344778,102.89205992834924
C14,control,19,19,28.952512336358097,101.68608218796163
C14,control,20,20,29.684825503293155,102.505694256518
C14,control,21,21,26.26653850001843,101.06197088492176
C14,control,22,22,30.579869319767816,97.57573234671891
C14,control,23,23,24.229905972856223,91.99019688699137
C14,control,24,24,24.31723581258623,92.08294872108947
C14,control,25,25,23.964403246310866,95.72551820787497
C14,control,26,26,15.945899947002053,96.91331983116744
C14,control,27,27,20.630214552412774,93.5299775364923
C14,control,28,28,19.490795017043087,91.27130178480644
C14,control,29,29,16.8077568788105,90.29251576973732
C15,control,0,0,40.87947341628584,148.7200730215304
C15,control,1,1,39.8716557411654,154.4352536637238
C15,control,2,2,39.978385172119275,159.69632674382706
C15,control,3,3,39.6984892231588,160.0895002219655
C15,control,4,4,40.79491264108731,169.6260612600681
C15,control,5,5,43.34876936562168,167.50426767021372
C15,control,6,6,46.255762976449255,166.4187700589607
C15,control,7,7,44.78651242774563,169.144574138637
C15,control,8,8,44.87976919105908,169.98030188217243
C15,control,9,9,44.92172485665496,170.99005126198873
C15,control,10,10,46.19662254896341,165.17915046387247
C15,control,11,11,48.19634055479201,162.23309220438156
C15,control,12,12,43.869443148113774,162.05785847280552
C15,control,13,13,44.121386158057135,159.97733997908867
C15,control,14,14,46.614481731061055,155.95081447997595
C15,control,15,15,45.393650484743375,154.19619207517695
C15,control,16,16,45.253888673725356,155.03278492911866
C15,control,17,17,42.230209824854725,157.20563296148734
C15,control,18,18,42.41921692985883,151.5297942015516
C15,control,19,19,36.54344260866773,151.49283632276365
C15,control,20,20,35.88054065530867,151.18257598203974
C15,control,21,21,35.79659328571802,151.85925550057027
C15,control,22,22,38.63954211526292,148.52594079781758
C15,control,23,23,35.12362733656054,145.24596922415543
C15,control,24,24,35.99037733806666,148.98081136009478
C15,control,25,25,34.69635902334812,141.4757118276158
C15,control,26,26,29.584380435516998,138.97660165922778
C15,control,27,27,27.911193773031354,137.7514357774636
C15,control,28,28,28.026937141974106,136.81619678499627
C15,control,29,29,31.174955973604327,134.78814486795216
I01,injury,0,0,147.02588550392667,59.206572582005144
I01,injury,1,1,141.6189592941483,60.37564769796515
I01,injury,2,2,141.1266188453271,59.93332022821065
I01,injury,3,3,145.09144716677488,58.066697892326495
I01,injury,4,4,150.4723416783471,57.3904035446422
I01,injury,5,5,145.84129234343644,57.600162287626674
I01,injury,6,6,141.81255674248013,55.34489474418617
I01,injury,7,7,142.2036566425266,57.01164101013654
I01,injury,8,8,139.53715354176381,59.97385644527574
I01,injury,9,9,142.2096768158272,64.28276171496562
I01,injury,10,10,142.9979170372044,68.37304785122271
I01,injury,11,11,136.55552175328222,67.41932820533732
I01,injury,12,12,133.15450598431195,67.77700578871949
I01,injury,13,13,130.64015832672175,67.2785322628703
I01,injury,14,14,135.4866829673339,66.76937287360917
I01,injury,15,15,135.92805991890455,66.07256488383646
I01,injury,16,16,135.35519978277506,66.09061492514468
I01,injury,17,17,135.90017198069455,69.5865375317862
I01,injury,18,18,140.04235397350453,70.51539777751371
I01,injury,19,19,141.01099463161134,67.06280424995701
I01,injury,20,20,139.94736440436446,69.88367264460778
I01,injury,21,21,141.7452703196159,70.51850184299293
I01,injury,22,22,143.60445219831976,71.99080196997438
I01,injury,23,23,146.40537097309772,72.85887944084571
I01,injury,24,24,144.5382760263846,73.86640321164478
I01,injury,25,25,134.94649289882628,75.01506042079993
I01,injury,26,26,123.20125442318192,69.84467019858367
I01,injury,27,27,123.75656022600488,71.27725821038406
I01,injury,28,28,119.46927388558508,69.14095208474724
I01,injury,29,29,122.78089685142749,67.68886169002921
I02,injury,0,0,124.54174899764163,150.16771694897193
I02,injury,1,1,124.96585752828544,155.01834014446774
I02,injury,2,2,124.5589388768657,152.01130820239533
I02,injury,3,3,123.42975652178282,151.90447599382506
I02,injury,4,4,118.53553156517812,151.1369797798026
I02,injury,5,5,115.50895528318581,153.9100530513649
I02,injury,6,6,114.81279090574158,153.0616658039222
I02,injury,7,7,113.69424511387385,153.7310318591407
I02,injury,8,8,114.74468771294319,150.73189517313256
I02,injury,9,9,110.81992481507937,154.04593281934015
I02,injury,10,10,108.78291419846518,149.79540654154954
I02,injury,11,11,109.3143523266145,151.1855159596476
I02,injury,12,12,103.92220655484438,151.87396110603842
I02,injury,13,13,105.3289558321295,152.9971204611572
I02,injury,14,14,106.42490028341368,148.78431316688497
I02,injury,15,15,106.61802074840226,147.87645388847363
I02,injury,16,16,104.36965027222833,150.48812071673282
I02,injury,17,17,108.00747380425102,155.8712308805339
I02,injury,18,18,111.15189741876874,155.54202833564332
I02,injury,19,19,111.41005790784777,157.84249695099606
I02,injury,20,20,110.97359175574616,158.2347895147307
I02,injury,21,21,112.64485115137471,158.0569415766529
I02,injury,22,22,109.65699034225372,156.81352237914533
I02,injury,23,23,110.75872147545495,156.82250225274518
I02,injury,24,24,110.97935140605996,158.83273997935174
I02,injury,25,25,109.05482701736713,161.10148447024116
I02,injury,26,26,109.39135482774232,157.39704520950673
I02,injury,27,27,112.91826920130106,155.89481097823597
I02,injury,28,28,107.1529831717455,152.75967984947707
I02,injury,29,29,103.28984768971054,152.91619980544968
I03,injury,0,0,55.03050512034267,27.730899246683904
I03,injury,1,1,57.6896110167901,28.750525330262015
I03,injury,2,2,59.43775462872296,29.980010702248094
I03,injury,3,3,62.08615863272968,23.656150676915765
I03,injury,4,4,61.79284387593629,17.11552048344734
I03,injury,5,5,62.70102365632968,17.101621566774305
I03,injury,6,6,66.63762048069873,20.66452474493767
I03,injury,7,7,68.04594562545583,19.16344151274697
I03,injury,8,8,70.30142896309304,17.57968860077403
I03,injury,9,9,71.097251008763,20.538097551656335
I03,injury,10,10,70.22393697079472,22.95513346938384
I03,injury,11,11,73.05614107687163,20.090758017991373
I03,injury,12,12,76.77782346152382,22.186457054105887
I03,injury,13,13,77.8836011236418,19.89948668002293
I03,injury,14,14,76.10598306791509,18.286498949313863
I03,injury,15,15,78.53376645779097,15.41962344710967
I03,injury,16,16,80.64630320365059,11.694356860474493
I03,injury,17,17,80.83409745033404,12.023300124196519
I03,injury,18,18,88.96948788551079,7.891353157635416
I03,injury,19,19,94.18553158498119,8.340880399597257
I03,injury,20,20,96.21904733902907,8.695924139761871
I03,injury,21,21,98.35322779361478,8.234868826675818
I03,injury,22,22,103.51537833798716,6.865455394001651
I03,injury,23,23,106.1120820545249,4.932354033362582
I03,injury,24,24,105.13132651532105,1.7164663764919244
I03,injury,25,25,105.6963976763636,6.051844247271526
I03,injury,26,26,104.66432913690105,5.461187151159797
I03,injury,27,27,100.52047824769727,4.773309190502873
I03,injury,28,28,94.94209546853268,2.0346752303463917
I03,injury,29,29,96.42245360686009,5.991714823570581
I04,injury,0,0,123.93370519397229,186.58015648265064
I04,injury,1,1,127.43960566390861,187.31141392385558
I04,injury,2,2,126.18586272366949,188.60919727903405
I04,injury,3,3,125.57161217470936,188.9403844558707
I04,injury,4,4,123.54661268622935,184.74605547647417
I04,injury,5,5,118.1157370786631,186.70579012631785
I04,injury,6,6,116.48563680840596,184.91752342734935
I04,injury,7,7,115.71115368857542,187.30232018609624
I04,injury,8,8,115.45224551765462,185.33415537617333
I04,injury,9,9,118.33112438460147,190.07171188511822
I04,injury,10,10,119.01479435057003,192.99270241915048
I04,injury,11,11,121.94067434101146,196.383000368364
I04,injury,12,12,122.98297187234932,198.17804150958867
I04,injury,13,13,123.74195359238884,194.88602848594755
